id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,neighborhood
3358508394,3,2.0,2260,5841,1.0,0,1,4,9,2260,0,1973,1998,98074,47.6218162401008,-122.02864256693819,1936,5821,Parkside Meadows
3100602928,4,2.5,2031,4784,1.5,0,1,5,9,1291,740,2008,0,98074,47.60624086620063,-122.02831496382302,1880,4451,Parkside Meadows
3787183092,3,2.0,2341,6424,1.5,0,0,3,8,1759,582,1989,2000,98074,47.60910398225462,-122.02941078795386,2045,5897,Parkside Meadows
8543827370,4,2.0,1905,4679,2.5,0,2,3,8,1475,430,1980,0,98074,47.621583961897485,-122.03010693581894,1743,4561,Parkside Meadows
3931843180,4,2.25,1914,5181,2.0,0,3,3,9,1354,560,2004,0,98074,47.61197994547224,-122.04000854698074,1735,5031,Parkside Meadows
9221867881,3,2.25,2342,6426,1.5,0,0,5,9,1720,622,1988,2002,98074,47.62062575493717,-122.03074638568641,2160,5928,Parkside Meadows
9665319719,3,2.0,2000,4744,2.5,0,3,5,7,1461,539,2004,0,98074,47.61185167635321,-122.04345856572382,1889,4366,Parkside Meadows
1178813682,3,2.0,2188,5561,3.0,0,0,5,9,1444,744,2011,0,98074,47.61079438593681,-122.03089669492967,1863,5413,Parkside Meadows
6867037450,4,2.25,2222,5479,2.0,0,1,4,9,1416,806,1996,0,98074,47.60599187104568,-122.02562630150214,1948,4981,Parkside Meadows
3983112066,3,2.0,2060,5194,2.5,0,1,5,7,1604,456,2003,0,98074,47.62086485627862,-122.03661391289394,1806,4690,Parkside Meadows
5959605814,3,2.5,2014,5286,2.0,0,1,5,9,1278,736,2005,0,98074,47.609838502239285,-122.03951597860359,1867,5278,Parkside Meadows
2932776747,3,2.25,2364,5633,1.0,0,0,5,7,2364,0,1986,0,98074,47.606294161175384,-122.02715924042383,2216,5365,Parkside Meadows
8986140920,3,2.0,2294,6057,1.0,0,2,3,7,2294,0,1998,2012,98074,47.61419240424302,-122.03856223177151,2088,5752,Parkside Meadows
4875047970,3,2.0,1894,4466,2.5,0,3,3,8,1165,729,1995,0,98074,47.60870017619483,-122.02622313204539,1687,4267,Parkside Meadows
1955344297,4,2.5,2231,5347,3.0,0,3,4,7,1539,692,1994,2009,98074,47.6131602917911,-122.04223024404884,2066,5142,Parkside Meadows
9169603183,3,2.25,2210,5664,1.5,0,1,3,9,1492,718,1980,1994,98074,47.623727087503084,-122.04214020639539,2012,5283,Parkside Meadows
7747187311,3,2.25,2357,5812,2.5,0,0,4,7,1803,554,2000,0,98074,47.607849539109026,-122.02689706330466,2231,5756,Parkside Meadows
1735505260,3,2.25,1979,5029,1.0,0,3,5,8,1979,0,1988,0,98074,47.62425758771061,-122.04386732361655,1714,4701,Parkside Meadows
4029690205,4,2.25,1908,4596,2.5,0,3,3,7,1286,622,1989,0,98074,47.61272949714295,-122.04320339243016,1692,4144,Parkside Meadows
5079662598,4,2.0,2090,5271,3.0,0,0,4,7,1264,826,1984,2023,98074,47.61251719655365,-122.0439250511503,1883,4959,Parkside Meadows
8655238834,4,2.5,2167,5672,3.0,0,0,5,7,1477,690,2011,0,98074,47.6092207934078,-122.02793270903156,1962,5471,Parkside Meadows
1499986632,4,2.0,2358,5600,2.5,0,2,3,8,1518,840,1977,1992,98074,47.621175896005056,-122.0388754331019,2009,5308,Parkside Meadows
7030953177,4,2.0,2159,5536,1.5,0,3,4,9,1408,751,2001,0,98074,47.62509307239609,-122.03889841238455,1888,5221,Parkside Meadows
8980368024,4,2.25,2046,4945,1.5,0,0,3,9,1615,431,2009,0,98074,47.62508782191816,-122.04015009314512,1818,4753,Parkside Meadows
3280928369,4,2.25,1987,4686,2.5,0,3,3,9,1566,421,2015,0,98074,47.625032114595506,-122.0264323617863,1707,4370,Parkside Meadows
6491089352,3,2.5,1857,4752,1.0,0,2,5,9,1857,0,2015,0,98074,47.61888198054,-122.03852530343063,1738,4677,Parkside Meadows
7892338448,4,2.25,2264,6191,2.5,0,2,5,8,1413,851,2006,0,98074,47.60625610267362,-122.04423133365583,1934,5915,Parkside Meadows
6052120406,3,2.25,1849,4832,1.5,0,2,3,8,1222,627,1977,1991,98074,47.60834420709918,-122.04246624216294,1686,4403,Parkside Meadows
8301670311,3,2.25,2013,4741,1.5,0,3,3,8,1437,576,1977,0,98074,47.60644357017068,-122.03136076733878,1909,4471,Parkside Meadows
1581967232,4,2.25,1838,4576,1.0,0,0,5,8,1838,0,2014,0,98074,47.6062805665988,-122.0318118617604,1744,4545,Parkside Meadows
7812946621,4,2.25,2043,4847,1.5,0,3,3,9,1411,632,1973,0,98074,47.615503610647735,-122.03631061048752,1761,4434,Parkside Meadows
2513137321,3,2.0,1979,4822,3.0,0,1,5,8,1365,614,2010,0,98074,47.60910711769489,-122.03810258499553,1764,4423,Parkside Meadows
1524810755,3,2.5,2315,5721,1.5,0,1,4,9,1762,553,1979,1999,98074,47.623658783265256,-122.03949124951222,1994,5377,Parkside Meadows
6055643178,3,2.25,1968,4920,2.0,0,0,3,9,1487,481,2007,0,98074,47.610998603687165,-122.0370838258477,1690,4715,Parkside Meadows
1034730165,3,2.5,2057,4910,3.0,0,3,4,7,1369,688,1991,2018,98074,47.61590700780289,-122.04495638098619,1759,4597,Parkside Meadows
4964548028,3,2.25,1920,4494,1.0,0,0,3,8,1920,0,1977,0,98074,47.62235050684654,-122.03411878315323,1770,4303,Parkside Meadows
4770134674,4,2.5,2189,5327,1.5,0,0,4,9,1456,733,1983,1997,98074,47.61566125763526,-122.03201021266969,1983,4887,Parkside Meadows
7939926429,3,2.25,2190,5633,2.0,0,3,3,7,1596,594,1997,0,98074,47.62111861454089,-122.02858725623419,1945,5577,Parkside Meadows
6559381495,3,2.5,2085,5621,1.5,0,1,5,8,1406,679,1980,0,98074,47.61370925694873,-122.0395291130728,1894,5374,Parkside Meadows
2464943373,4,2.25,2283,5588,2.5,0,2,3,8,1528,755,1979,2007,98074,47.62511760772585,-122.0292667466042,2155,5212,Parkside Meadows
2357315905,4,2.25,2087,5464,1.0,0,3,5,7,2087,0,2002,0,98074,47.61622307225105,-122.03295367614305,1868,5459,Parkside Meadows
3655830418,3,2.25,2042,5248,3.0,0,0,4,7,1385,657,1992,0,98074,47.61429711770983,-122.03792790823138,1921,4739,Parkside Meadows
1569470276,4,2.25,2195,5770,2.0,0,0,3,8,1588,607,1992,2022,98074,47.62296209713478,-122.03515548538452,1885,5592,Parkside Meadows
7599259969,3,2.0,2287,5916,2.5,0,2,3,9,1560,727,1989,2003,98074,47.61586701859587,-122.04033923963648,2080,5688,Parkside Meadows
5484067825,3,2.25,2260,5099,1.5,0,2,5,9,1789,471,2001,0,98074,47.619940039432024,-122.03590796668482,2050,4715,Parkside Meadows
3466743181,4,2.25,2243,5453,2.0,0,3,3,7,1485,758,2014,0,98074,47.619412424736346,-122.03657170101786,2036,5108,Parkside Meadows
5124885991,4,2.0,2145,5749,2.0,0,0,5,9,1571,574,1979,0,98074,47.62350672568649,-122.03483552830394,2022,5405,Parkside Meadows
1597594956,3,2.0,2055,5090,1.5,0,3,3,7,1285,770,1973,1992,98074,47.60809301409521,-122.03943873714599,1761,4770,Parkside Meadows
2679431940,4,2.5,1923,5279,1.0,0,0,3,8,1923,0,2009,0,98074,47.615889894451804,-122.02993550243643,1766,4982,Parkside Meadows
4191116074,3,2.25,1837,4177,3.0,0,0,4,8,1371,466,1977,0,98074,47.607644785134,-122.03038844565326,1611,4092,Parkside Meadows
1602480102,3,2.5,1997,4751,2.5,0,0,4,9,1237,760,1977,0,98074,47.61327426259603,-122.03037808614035,1833,4567,Parkside Meadows
7715630201,3,2.5,2130,5547,1.0,0,2,4,7,2130,0,2008,0,98074,47.60882008339097,-122.04109457103253,1872,5031,Parkside Meadows
9904718799,4,2.25,2290,5433,1.0,0,1,5,7,2290,0,1985,0,98074,47.61673275417656,-122.0430148721192,2083,5087,Parkside Meadows
4188514283,3,2.5,1860,5073,2.5,0,0,3,7,1128,732,1999,2017,98074,47.61326437501496,-122.02814998665568,1712,4665,Parkside Meadows
5078981998,3,2.0,2351,5838,1.0,0,0,3,7,2351,0,1980,1992,98074,47.61793435572349,-122.04128209638337,2054,5407,Parkside Meadows
3506161678,4,2.25,2228,5487,3.0,0,2,3,7,1359,869,1988,0,98074,47.60989473355216,-122.03983214287506,1908,5126,Parkside Meadows
7891791535,4,2.0,1996,4802,3.0,0,0,4,8,1314,682,1997,0,98074,47.620936426699714,-122.03788103857484,1820,4547,Parkside Meadows
4208695929,3,2.0,1860,4219,2.5,0,2,4,9,1370,490,1976,0,98074,47.62358210546915,-122.03444393844961,1619,4045,Parkside Meadows
6156571043,4,2.5,1902,4937,2.5,0,1,5,7,1396,506,2006,0,98074,47.611219080884524,-122.02941735418429,1754,4862,Parkside Meadows
8537537832,3,2.0,1839,4920,2.5,0,1,4,8,1325,514,2007,0,98074,47.608433761298194,-122.04154025365001,1723,4786,Parkside Meadows
4707212607,3,2.0,1889,4452,3.0,0,0,4,8,1200,689,1974,0,98074,47.6190981025474,-122.03526857173324,1749,4415,Parkside Meadows
2317553083,3,2.25,2163,5219,2.5,0,1,5,7,1407,756,1984,0,98074,47.62317603077917,-122.03283087632401,1922,4749,Parkside Meadows
3701870444,4,2.5,2203,5837,2.0,0,2,5,8,1754,449,1979,0,98074,47.61293973765128,-122.02796390688943,1969,5558,Parkside Meadows
9520342157,4,2.25,1920,4842,2.0,0,2,4,7,1243,677,2003,0,98074,47.61381940398942,-122.03288446647296,1703,4630,Parkside Meadows
5130521543,3,2.5,2232,5624,2.5,0,1,4,9,1733,499,1972,2017,98074,47.619802849459,-122.04064862353283,1963,5256,Parkside Meadows
2853255951,4,2.25,2234,5373,3.0,0,2,3,7,1649,585,2014,0,98074,47.61459243639415,-122.04193092985712,2091,5187,Parkside Meadows
9271115405,4,2.25,2310,5268,1.0,0,3,4,9,2310,0,2004,0,98074,47.62353595916859,-122.0379937856985,2002,5252,Parkside Meadows
1618138976,3,2.0,1935,5001,1.0,0,1,5,9,1935,0,1975,0,98074,47.60802828768278,-122.02709956507258,1771,4864,Parkside Meadows
1644796308,4,2.25,2067,5646,2.0,0,3,4,9,1588,479,2010,0,98074,47.61709902092343,-122.02580106315699,1921,5541,Parkside Meadows
8889515380,3,2.5,2375,5426,3.0,0,2,3,8,1502,873,1986,0,98074,47.61721018369176,-122.04096137937881,2048,5075,Parkside Meadows
2959974648,3,2.0,2347,5562,3.0,0,3,3,8,1799,548,1999,0,98074,47.623814917963585,-122.03061407202911,2013,5114,Parkside Meadows
8626276427,3,2.5,2074,5647,1.0,0,0,4,7,2074,0,2009,0,98074,47.61826932682163,-122.02980132695566,1968,5316,Parkside Meadows
1574378571,3,2.5,2304,6163,3.0,0,2,4,8,1707,597,1975,2013,98074,47.616365829920525,-122.03311711146242,2187,5975,Parkside Meadows
2394631017,3,2.25,2152,5728,2.5,0,0,5,8,1296,856,1975,0,98074,47.62359601738973,-122.03046928440743,1988,5478,Parkside Meadows
8742493820,3,2.0,1850,4309,2.5,0,0,5,9,1468,382,1989,2018,98074,47.61942604719915,-122.02861829245819,1734,4168,Parkside Meadows
6940121314,3,2.0,2344,5671,3.0,0,1,4,9,1688,656,1992,0,98074,47.611893450276064,-122.04496266483952,2023,5578,Parkside Meadows
6358152223,3,2.5,2140,5657,2.5,0,1,5,8,1509,631,1971,0,98074,47.61413998481862,-122.04498269605352,1996,5517,Parkside Meadows
9008789757,3,2.0,1808,4496,2.5,0,2,4,9,1220,588,1995,0,98074,47.61844032681556,-122.02578395180826,1560,4229,Parkside Meadows
1233691413,3,2.0,1807,4608,1.5,0,0,5,7,1206,601,1973,0,98074,47.62413160185306,-122.0401712779007,1611,4592,Parkside Meadows
7639276529,3,2.25,2387,5922,2.5,0,3,3,9,1783,604,1983,0,98074,47.60768194009053,-122.03070367713315,2147,5453,Parkside Meadows
4870101327,4,2.5,2266,5797,3.0,0,3,5,7,1468,798,1987,0,98074,47.60756588807599,-122.03356127026494,2103,5656,Parkside Meadows
4694160077,4,2.25,1865,4586,1.5,0,2,4,7,1405,460,1998,0,98074,47.616777350139635,-122.04366630067042,1687,4171,Parkside Meadows
4149067075,3,2.5,2307,5412,3.0,0,3,4,8,1519,788,2014,0,98074,47.61077996846716,-122.03658764681532,2174,5027,Parkside Meadows
6807336876,3,2.5,2217,5040,1.5,0,0,3,9,1447,770,1990,2018,98074,47.62254585332194,-122.03079544535436,1913,4655,Parkside Meadows
9252817320,3,2.5,1835,5018,1.0,0,1,5,7,1835,0,2001,0,98074,47.606640819577706,-122.04041567332116,1569,5008,Parkside Meadows
8731409679,3,2.5,1869,5084,1.0,0,1,3,8,1869,0,1980,0,98074,47.62029188943689,-122.03010961260539,1642,4698,Parkside Meadows
5917648707,4,2.0,2264,5844,1.5,0,3,4,7,1425,839,1980,0,98074,47.605855306386395,-122.0352390515712,2138,5659,Parkside Meadows
5773609134,3,2.0,1965,4741,3.0,0,2,4,7,1405,560,1978,0,98074,47.61834795400777,-122.02920091901551,1844,4267,Parkside Meadows
9003377144,4,2.25,2251,5619,2.0,0,2,3,9,1377,874,2011,0,98074,47.62463789139506,-122.03127531118008,2070,5562,Parkside Meadows
6199607916,3,2.0,1848,4841,3.0,0,0,5,9,1281,567,1990,2009,98074,47.622709279403196,-122.0291266547737,1695,4656,Parkside Meadows
8343853575,4,2.0,2149,5330,1.5,0,2,4,8,1389,760,1971,0,98074,47.62046626265604,-122.03800170255958,1836,5091,Parkside Meadows
1902541611,4,2.5,1802,4670,1.5,0,0,5,9,1220,582,1997,0,98074,47.6157181381694,-122.04466110567556,1618,4422,Parkside Meadows
9546953540,3,2.25,2232,5667,1.5,0,1,5,9,1367,865,2006,0,98074,47.61631295554532,-122.03105685129934,1981,5575,Parkside Meadows
5789387940,4,2.0,2082,5430,1.0,0,0,4,8,2082,0,2014,0,98074,47.62417375375301,-122.04238890602949,1778,5076,Parkside Meadows
4641377865,4,2.0,2258,5993,2.5,0,0,3,9,1566,692,1974,0,98074,47.62493720987495,-122.0394812909708,2014,5534,Parkside Meadows
4435181141,4,2.5,1810,4468,3.0,0,1,5,7,1421,389,1978,0,98074,47.61355977654687,-122.03301352366533,1682,4461,Parkside Meadows
9945662307,3,2.25,2010,4976,1.0,0,3,5,8,2010,0,1987,0,98074,47.60824122305816,-122.03711731514424,1730,4526,Parkside Meadows
1870325798,4,2.5,2295,5453,1.0,0,0,3,8,2295,0,2003,0,98074,47.6164766934593,-122.03371826219819,2178,5208,Parkside Meadows
1932785054,4,2.25,2360,5933,3.0,0,0,5,7,1705,655,1975,0,98074,47.623481871528305,-122.03274665990875,2037,5627,Parkside Meadows
8687165099,4,2.0,2048,4834,1.0,0,3,4,7,2048,0,1981,0,98074,47.617408850642434,-122.04158517921122,1888,4510,Parkside Meadows
9151707024,4,2.25,2211,5763,1.5,0,2,4,7,1413,798,1998,0,98074,47.625306948764475,-122.04010676215019,2033,5451,Parkside Meadows
8847767747,3,2.5,2076,5122,3.0,0,3,5,9,1639,437,1978,1988,98074,47.61189892364798,-122.03250455103229,1806,4845,Parkside Meadows
4590131274,3,2.25,2098,5098,1.5,0,2,5,7,1627,471,1999,2017,98074,47.614310721292064,-122.03779395062472,1955,4933,Parkside Meadows
5794073775,3,2.0,1820,4716,3.0,0,2,3,8,1409,411,1978,0,98074,47.6243868028944,-122.04056838544506,1600,4288,Parkside Meadows
8159528674,4,2.0,1893,4652,1.0,0,1,3,8,1893,0,1977,2003,98074,47.606866497836734,-122.0360022424236,1636,4278,Parkside Meadows
3852033761,4,2.0,2143,5429,2.0,0,3,4,9,1506,637,1980,2021,98074,47.62372766339669,-122.04340118712217,1897,4984,Parkside Meadows
7016964628,4,2.25,2388,5395,1.5,0,0,5,8,1744,644,1977,0,98074,47.60652979479477,-122.0426448118621,2134,5144,Parkside Meadows
7365378846,4,2.5,2007,5081,1.5,0,3,3,7,1217,790,1970,0,98074,47.622296104215145,-122.02604753989085,1885,4614,Parkside Meadows
8748349225,3,2.25,1807,4332,2.0,0,2,5,9,1249,558,1991,0,98074,47.620073049163786,-122.0338212107737,1560,4121,Parkside Meadows
6700190114,4,2.0,2046,4766,2.5,0,1,5,9,1235,811,1998,2008,98074,47.61807992785877,-122.03008253571195,1804,4455,Parkside Meadows
4381672487,4,2.25,1850,5061,1.5,0,0,3,7,1220,630,1995,0,98074,47.61132953664883,-122.02764559866756,1616,4692,Parkside Meadows
6454710957,4,2.5,1885,4633,2.5,0,0,5,7,1216,669,2013,0,98074,47.62313913351552,-122.02759809372728,1704,4441,Parkside Meadows
1670941448,4,2.5,1974,4767,1.0,0,3,3,7,1974,0,1977,0,98074,47.61920959426552,-122.02700342128684,1814,4435,Parkside Meadows
4546221062,4,2.0,2333,5459,2.5,0,0,5,7,1693,640,1973,2018,98074,47.62391765289192,-122.04389859978455,2212,5059,Parkside Meadows
4147640976,3,2.0,2186,5265,2.5,0,1,5,7,1653,533,1983,0,98074,47.61649003272009,-122.03661841653329,1921,5184,Parkside Meadows
1911881690,4,2.0,2162,4894,2.0,0,1,3,7,1539,623,1978,0,98074,47.61470255307287,-122.02962885498613,1972,4485,Parkside Meadows
2209422946,3,2.5,2376,5526,2.5,0,2,5,9,1587,789,2007,0,98074,47.60787160371381,-122.03798102558218,2228,5282,Parkside Meadows
7513690057,3,2.5,1990,4888,3.0,0,2,3,8,1230,760,1999,0,98074,47.61111693369921,-122.03070791441667,1887,4488,Parkside Meadows
6913841993,4,2.0,2331,5519,1.0,0,1,4,9,2331,0,1998,0,98074,47.61079894774489,-122.03138139130675,2017,5363,Parkside Meadows
8433732210,4,2.25,1833,4508,2.5,0,0,5,9,1459,374,1992,2005,98074,47.605851085155855,-122.04429162418265,1681,4328,Parkside Meadows
5138297137,3,2.0,2181,5272,3.0,0,1,4,8,1620,561,2004,0,98074,47.61745326650725,-122.03754224413585,1970,4850,Parkside Meadows
3975946614,3,2.0,2127,5102,1.5,0,1,5,9,1387,740,1996,0,98074,47.62364744645085,-122.0399673987152,1970,4960,Parkside Meadows
8642126656,3,2.25,1970,4534,2.5,0,2,5,7,1372,598,1986,0,98074,47.61444791133524,-122.02999978820635,1867,4269,Parkside Meadows
4397699473,3,2.25,2140,5809,2.0,0,3,3,8,1308,832,2011,0,98074,47.62170290397259,-122.03972581866138,1831,5443,Parkside Meadows
5128607954,3,2.5,1916,4750,1.0,0,0,5,8,1916,0,2005,0,98074,47.62472541031584,-122.03620545396093,1661,4501,Parkside Meadows
3036853544,4,2.5,1907,4621,1.0,0,3,4,9,1907,0,2015,0,98074,47.61598675433356,-122.0432097274312,1767,4426,Parkside Meadows
8512766244,4,2.0,2207,4992,3.0,0,2,3,9,1679,528,1974,0,98074,47.61874365937036,-122.04449099784827,2058,4554,Parkside Meadows
5491394654,4,2.25,2123,4923,3.0,0,0,4,9,1611,512,1974,0,98074,47.620154956418006,-122.0290849454291,1809,4519,Parkside Meadows
3274996078,4,2.25,2089,5518,3.0,0,0,4,9,1487,602,2009,0,98074,47.61901934228341,-122.03846842256607,1964,5069,Parkside Meadows
1010951618,3,2.5,1813,4557,1.5,0,0,4,7,1367,446,1993,2008,98074,47.60641013959619,-122.02786600332585,1626,4126,Parkside Meadows
1962025033,4,2.5,2032,5310,1.0,0,0,4,9,2032,0,1984,0,98074,47.605870971450045,-122.03233481544197,1926,4948,Parkside Meadows
9217824438,4,2.0,2132,5453,3.0,0,3,4,8,1323,809,1995,0,98074,47.61898246342283,-122.03075142987714,1827,5384,Parkside Meadows
8420755780,4,2.25,1851,5011,3.0,0,1,3,7,1124,727,1999,0,98074,47.62367844271802,-122.03071482652581,1746,4861,Parkside Meadows
6316114850,3,2.0,2149,5084,2.5,0,1,3,8,1491,658,1975,2016,98074,47.624845591812445,-122.0339195617701,2016,4774,Parkside Meadows
6771151087,4,2.5,2282,6174,3.0,0,2,4,7,1401,881,2014,0,98074,47.611114561222735,-122.0309391608237,1978,5809,Parkside Meadows
2245100839,4,2.5,2239,5186,1.0,0,3,3,8,2239,0,1986,0,98074,47.62131273500939,-122.03070747559964,2009,5154,Parkside Meadows
6721446143,4,2.0,1885,4702,3.0,0,1,5,7,1216,669,1985,0,98074,47.62362234540856,-122.03806746728915,1754,4296,Parkside Meadows
6330598604,3,2.25,1938,4610,1.0,0,1,4,8,1938,0,1975,0,98074,47.61820230588892,-122.04285854575242,1824,4440,Parkside Meadows
8823033647,3,2.25,2392,5498,1.0,0,2,5,8,2392,0,2007,0,98074,47.606823168713866,-122.03560685738775,2072,5205,Parkside Meadows
7441594931,4,2.25,2252,5143,1.5,0,0,5,8,1594,658,1986,0,98074,47.6197905296198,-122.03624832203604,2071,4917,Parkside Meadows
7602173717,3,2.0,2096,5696,1.0,0,0,3,7,2096,0,1983,0,98074,47.622300094012324,-122.02979265559114,1898,5337,Parkside Meadows
8362534080,3,2.5,1986,4782,1.0,0,3,3,9,1986,0,1992,2017,98074,47.625218135824525,-122.02831190533294,1705,4643,Parkside Meadows
7425270341,3,2.5,2025,5308,1.5,0,1,5,9,1389,636,2012,0,98074,47.60959557893843,-122.03589434277917,1897,5042,Parkside Meadows
8288446559,3,2.0,1816,4707,3.0,0,2,5,7,1160,656,1996,0,98074,47.62016414963293,-122.04410391346617,1649,4457,Parkside Meadows
1523384883,3,2.5,2264,5415,2.5,0,1,4,7,1421,843,1976,0,98074,47.613268925331205,-122.03998246172236,2020,5204,Parkside Meadows
7061807140,3,2.25,1888,4874,1.0,0,1,5,9,1888,0,2015,0,98074,47.62047767148918,-122.04332892046907,1742,4578,Parkside Meadows
4508543026,4,2.0,2223,5912,2.5,0,1,3,7,1337,886,1998,0,98074,47.61919642179805,-122.02701592636676,2053,5708,Parkside Meadows
1028863613,3,2.5,1810,4096,1.5,0,1,4,7,1229,581,1996,0,98074,47.624931321864764,-122.04298270327969,1634,3905,Parkside Meadows
6050715404,4,2.0,1828,4801,2.5,0,2,3,9,1335,493,1971,2006,98074,47.61857003067959,-122.0270077148734,1669,4405,Parkside Meadows
1682712233,4,2.25,2355,5520,2.0,0,2,5,9,1791,564,2010,0,98074,47.61438614185673,-122.04170105609205,2225,5455,Parkside Meadows
9689412121,4,2.0,2363,6164,3.0,0,3,3,7,1600,763,2015,0,98074,47.61285772085091,-122.04502508046801,2045,5745,Parkside Meadows
7635042263,3,2.0,2105,5433,1.5,0,1,3,7,1328,777,1974,0,98074,47.61983458427721,-122.04228465769904,1966,5330,Parkside Meadows
7360727863,4,2.0,2176,5330,2.5,0,2,5,7,1425,751,1992,0,98074,47.620963222419554,-122.04096707654968,1968,5314,Parkside Meadows
6680743783,4,2.25,2260,5709,2.0,0,3,3,7,1487,773,2008,0,98074,47.621466189078795,-122.03712275964769,2053,5318,Parkside Meadows
7867723020,3,2.5,2265,5157,2.5,0,2,3,9,1645,620,1989,0,98074,47.61506692384977,-122.0272263471255,2122,5005,Parkside Meadows
6516452853,4,2.5,2329,5424,1.5,0,3,5,7,1575,754,1996,0,98074,47.61745121743933,-122.04418006002692,2115,5005,Parkside Meadows
1881751616,4,2.25,1834,4573,3.0,0,3,4,9,1260,574,1986,0,98074,47.621821043837606,-122.02773170645497,1729,4475,Parkside Meadows
8673306561,4,2.5,1994,4928,1.0,0,0,4,8,1994,0,2005,0,98074,47.62064409019204,-122.03067156110237,1745,4901,Parkside Meadows
9855866561,4,2.25,2238,5341,3.0,0,1,4,7,1413,825,1981,0,98074,47.62174591939116,-122.03752972783433,2028,4844,Parkside Meadows
5655732686,4,2.25,2067,4811,2.0,0,3,5,8,1346,721,2011,0,98074,47.60627257793005,-122.03935311356352,1936,4704,Parkside Meadows
4836633519,4,2.25,2063,5254,2.5,0,1,5,7,1307,756,1997,2023,98074,47.613647417277924,-122.03876601078724,1907,4802,Parkside Meadows
7261408554,4,2.5,1969,4883,1.0,0,2,4,7,1969,0,1975,2010,98074,47.62299303488738,-122.04292612462062,1838,4397,Parkside Meadows
7449334000,3,2.0,2118,5588,1.5,0,2,5,8,1455,663,2011,0,98074,47.60791093513408,-122.02566855980842,1800,5156,Parkside Meadows
2916014514,4,2.0,2255,5694,3.0,0,1,3,7,1574,681,1978,0,98074,47.605902485065286,-122.03164062404083,1976,5568,Parkside Meadows
8837998475,4,2.5,1919,4387,2.5,0,0,4,9,1233,686,1986,0,98074,47.62213591201444,-122.04304523105873,1796,4207,Parkside Meadows
7872721082,3,2.0,2384,6000,2.5,0,2,5,7,1647,737,2008,0,98074,47.61324525838417,-122.03611083325015,2264,5605,Parkside Meadows
1343359131,4,2.0,2288,6140,3.0,0,1,3,7,1387,901,1993,0,98074,47.614181349746055,-122.0432554470984,1952,5911,Parkside Meadows
2509830972,4,2.25,2325,5259,2.5,0,2,4,7,1832,493,2010,0,98074,47.612193985072224,-122.03814969910576,2014,4922,Parkside Meadows
