id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,neighborhood
5236806909,4,2.5,1819,3168,2.0,1,4,4,9,1373,446,2012,0,98166,47.43548607732157,-122.36052772998941,1688,3119,Shoreline Terrace
9420111395,2,2.25,1602,3074,3.0,1,3,3,8,1174,428,1976,0,98166,47.44200787219208,-122.35298318366807,1377,2884,Shoreline Terrace
6607318576,3,1.75,2167,3929,1.5,1,3,4,7,1612,555,1976,0,98166,47.446836309293936,-122.34977689919324,1935,3885,Shoreline Terrace
3165237501,3,2.0,2294,4415,2.5,1,3,5,9,1501,793,1980,0,98166,47.44998213747371,-122.35023079732352,2172,3993,Shoreline Terrace
6808151934,4,2.0,2329,3918,3.0,1,4,5,7,1578,751,2014,0,98166,47.43977582485594,-122.34737540178119,2128,3829,Shoreline Terrace
2682021523,2,2.5,1920,3478,1.0,1,4,4,7,1920,0,1977,0,98166,47.43857961416619,-122.35282396359024,1653,3271,Shoreline Terrace
5629566311,4,2.5,2367,4282,2.5,1,4,5,9,1573,794,1993,0,98166,47.45108603421365,-122.35879766371976,2165,3912,Shoreline Terrace
6914794864,3,2.0,2185,4268,1.0,1,4,5,7,2185,0,1999,0,98166,47.43518758015319,-122.36591897006159,1951,3940,Shoreline Terrace
7662593943,3,1.75,2025,3975,1.5,1,3,5,7,1233,792,1987,0,98166,47.444339744357116,-122.36231394379446,1922,3665,Shoreline Terrace
3535886482,4,1.5,2287,3815,2.0,1,3,5,7,1379,908,2011,0,98166,47.450846429256124,-122.35443215982384,2064,3551,Shoreline Terrace
7618679999,3,1.75,1513,2783,2.0,1,3,5,9,1068,445,1980,0,98166,47.436595909012105,-122.35082947067431,1358,2675,Shoreline Terrace
8592283348,3,2.5,1833,3223,2.0,1,3,5,7,1334,499,2005,0,98166,47.43864657233974,-122.36310116818812,1603,3162,Shoreline Terrace
3914832491,4,2.0,1862,3401,1.0,1,4,5,7,1862,0,1986,2017,98166,47.434714002948596,-122.36438904720072,1729,3189,Shoreline Terrace
2059847273,3,2.0,2187,3869,2.5,1,3,4,9,1400,787,2003,0,98166,47.44523499553964,-122.3543618684331,2024,3805,Shoreline Terrace
4025836832,3,1.5,2403,4440,3.0,1,3,5,8,1853,550,2005,0,98166,47.44446343681073,-122.35199153249883,2276,4193,Shoreline Terrace
4350056841,4,2.25,1527,2877,1.0,1,4,5,9,1527,0,1995,0,98166,47.448861106032425,-122.36388754508172,1440,2673,Shoreline Terrace
3567409478,4,1.75,2479,4688,1.0,1,4,4,8,2479,0,1987,0,98166,47.44635340192875,-122.35546306617498,2350,4419,Shoreline Terrace
1643218029,2,1.5,1936,3340,1.5,1,3,4,9,1241,695,1994,0,98166,47.44211984010507,-122.36124065721089,1704,3163,Shoreline Terrace
9276345641,3,2.5,2243,4437,2.5,1,4,3,8,1408,835,2006,0,98166,47.439723235687396,-122.35810719363255,1990,4096,Shoreline Terrace
5665775949,2,2.0,2314,4369,3.0,1,4,5,9,1756,558,1985,0,98166,47.44353292249234,-122.35318601348457,2091,4366,Shoreline Terrace
8365384339,3,2.25,1798,3202,1.0,1,3,5,9,1798,0,2005,0,98166,47.44087893320502,-122.36287999358807,1572,2971,Shoreline Terrace
1742587101,3,1.5,2361,3973,2.0,1,4,3,8,1865,496,1983,0,98166,47.44257935785599,-122.36655403225993,2010,3775,Shoreline Terrace
3544598726,3,2.0,2206,4185,3.0,1,4,4,9,1385,821,1971,0,98166,47.45315370413924,-122.35656608683269,1928,4099,Shoreline Terrace
8877083708,4,2.0,1640,2968,1.0,1,4,5,8,1640,0,1993,2023,98166,47.43775281750324,-122.35037223785159,1469,2868,Shoreline Terrace
4942767490,3,1.75,2173,3596,2.5,1,4,5,8,1407,766,1997,0,98166,47.434802755120515,-122.36048795215811,2043,3563,Shoreline Terrace
8349689943,4,2.25,2027,3774,1.5,1,4,3,7,1304,723,2002,0,98166,47.44074669103136,-122.34850449051793,1787,3744,Shoreline Terrace
2818462450,2,1.75,2258,3803,1.5,1,4,3,9,1368,890,2013,0,98166,47.4372166900517,-122.35205937746885,2133,3765,Shoreline Terrace
2994597706,2,1.75,2390,4461,2.0,1,3,5,8,1828,562,1982,0,98166,47.439298789069426,-122.35220489871958,2246,4169,Shoreline Terrace
5584643597,4,2.5,1904,3458,2.0,1,4,5,9,1523,381,1986,0,98166,47.4490255821795,-122.35899699223181,1773,3364,Shoreline Terrace
8779547144,4,1.75,1807,3165,2.0,1,3,3,8,1213,594,1982,2002,98166,47.44725888481572,-122.34894602690694,1548,2969,Shoreline Terrace
7007257046,2,2.25,1612,2919,1.0,1,3,3,9,1612,0,2006,0,98166,47.435502075754165,-122.34749001137816,1448,2742,Shoreline Terrace
8980199786,2,2.0,1726,2868,2.0,1,4,4,8,1089,637,2007,0,98166,47.44058764706837,-122.34773414384497,1608,2843,Shoreline Terrace
3615472058,2,2.25,1662,2904,2.5,1,4,5,8,1297,365,1980,2023,98166,47.453479955735574,-122.34810077847987,1569,2614,Shoreline Terrace
3500101145,2,2.0,2338,3972,1.5,1,4,5,9,1630,708,1978,2016,98166,47.439009971303896,-122.35748045803804,2220,3780,Shoreline Terrace
1317030280,2,2.25,1655,2738,1.0,1,4,5,8,1655,0,1974,0,98166,47.440567812468174,-122.35879414877247,1433,2600,Shoreline Terrace
8006116812,4,2.0,1719,3041,1.0,1,4,3,7,1719,0,1992,0,98166,47.43811990691926,-122.34699331674139,1557,2899,Shoreline Terrace
7003819936,4,2.0,1518,2514,3.0,1,4,5,9,978,540,2011,0,98166,47.4350907132905,-122.35383945669419,1342,2503,Shoreline Terrace
1708939069,4,1.75,2100,4025,2.5,1,3,3,7,1410,690,2008,0,98166,47.436196626007956,-122.34704208854306,1901,3825,Shoreline Terrace
9508494592,4,2.25,1635,2826,1.0,1,3,3,7,1635,0,1989,0,98166,47.44840299491101,-122.36408454146608,1501,2671,Shoreline Terrace
3193902343,3,1.5,2262,4245,2.0,1,4,4,9,1641,621,1989,0,98166,47.4419166644477,-122.36407048486026,2035,4238,Shoreline Terrace
6164469605,3,2.5,2480,4569,2.0,1,4,5,9,1852,628,1997,0,98166,47.4481601149149,-122.35889204142646,2244,4131,Shoreline Terrace
7712300678,3,1.75,1744,3207,3.0,1,3,3,8,1046,698,1990,0,98166,47.43890033301241,-122.36550100506159,1541,3144,Shoreline Terrace
6772072860,3,2.0,1543,2989,2.0,1,3,3,7,1096,447,1997,2020,98166,47.45321066095841,-122.35097981847373,1440,2767,Shoreline Terrace
2781517332,3,2.25,1864,3451,1.0,1,3,4,8,1864,0,1978,2020,98166,47.433681088956604,-122.34701742055019,1712,3429,Shoreline Terrace
3301996131,2,2.25,2398,4315,1.0,1,4,3,9,2398,0,1999,0,98166,47.44272677805688,-122.35591867116896,2199,4115,Shoreline Terrace
2181298718,3,2.5,1556,2966,3.0,1,4,3,7,986,570,1993,0,98166,47.44829622500831,-122.35591736661146,1443,2900,Shoreline Terrace
4535175511,3,2.5,1898,3625,1.5,1,4,5,9,1399,499,1987,2017,98166,47.43715436839065,-122.35099761109088,1619,3413,Shoreline Terrace
9297756864,2,2.25,2084,3617,3.0,1,4,4,9,1310,774,2002,0,98166,47.43394142050536,-122.35713267708222,1908,3386,Shoreline Terrace
1482987219,2,1.75,2031,3572,3.0,1,3,4,7,1435,596,2004,0,98166,47.44609201269325,-122.36008132202285,1911,3561,Shoreline Terrace
2385353323,2,2.5,2138,3705,3.0,1,3,3,9,1527,611,2003,0,98166,47.45088198816182,-122.34964404244808,1853,3388,Shoreline Terrace
4634764534,2,2.5,2338,4340,2.5,1,4,4,7,1461,877,1989,0,98166,47.44207143926353,-122.36198149204246,2071,3923,Shoreline Terrace
2115092622,2,1.5,2271,4392,2.5,1,4,4,9,1521,750,2011,0,98166,47.436911123957685,-122.35401194673561,2144,3999,Shoreline Terrace
3409871382,2,2.0,2164,4018,1.0,1,4,3,9,2164,0,1974,1997,98166,47.437249789840415,-122.35650183056637,2035,3654,Shoreline Terrace
1290566032,4,2.0,1956,3568,2.0,1,3,4,9,1350,606,1971,0,98166,47.44248241092632,-122.34824676889293,1666,3341,Shoreline Terrace
5460608127,4,1.75,1795,3519,1.5,1,4,4,9,1094,701,2003,0,98166,47.45127317993576,-122.35225289333194,1601,3463,Shoreline Terrace
7394130095,2,2.5,1687,2917,1.0,1,3,5,7,1687,0,1996,2012,98166,47.43391715800699,-122.34787330241224,1596,2774,Shoreline Terrace
2787163022,2,1.5,1957,3267,3.0,1,4,4,9,1471,486,1994,0,98166,47.438566690151035,-122.36106450315233,1785,3171,Shoreline Terrace
8814390245,4,2.0,2428,4033,3.0,1,4,4,7,1921,507,1996,0,98166,47.45301359293303,-122.35411851682758,2185,3693,Shoreline Terrace
8649685723,4,2.25,2158,3580,1.5,1,4,5,7,1357,801,2011,0,98166,47.445910963916006,-122.3504698274453,1915,3341,Shoreline Terrace
7869580962,3,2.5,1632,3124,2.0,1,3,5,9,1088,544,1981,1995,98166,47.44041109210668,-122.36334551779505,1433,2917,Shoreline Terrace
3818969328,3,1.75,1528,2671,2.5,1,4,5,7,1190,338,2000,0,98166,47.44221815310325,-122.36497567494649,1388,2668,Shoreline Terrace
4822454450,3,2.0,1607,2681,3.0,1,4,4,9,1133,474,1982,0,98166,47.44992538686252,-122.35566532293319,1520,2450,Shoreline Terrace
5623809427,3,1.75,1604,2943,1.0,1,4,3,7,1604,0,1981,2016,98166,47.449142048327786,-122.3478164474673,1518,2684,Shoreline Terrace
1216823156,3,2.25,2070,3443,1.0,1,4,3,8,2070,0,1998,2019,98166,47.44986236047887,-122.35566110319874,1894,3174,Shoreline Terrace
8360906710,3,1.5,1891,3621,1.5,1,4,5,9,1353,538,1982,0,98166,47.44363502337904,-122.36369145497073,1664,3505,Shoreline Terrace
6086245153,3,1.5,1635,2902,2.0,1,3,3,8,1043,592,2012,0,98166,47.45245731242908,-122.35432025907295,1501,2871,Shoreline Terrace
7472511670,2,1.75,1787,3079,2.0,1,4,5,8,1131,656,2006,0,98166,47.45176762054691,-122.34694031253564,1551,2803,Shoreline Terrace
9882522113,2,1.5,2228,3985,1.0,1,4,4,8,2228,0,1973,0,98166,47.43558424022432,-122.36108334510956,2046,3944,Shoreline Terrace
8120345067,4,2.0,1815,2953,2.5,1,4,5,7,1250,565,2005,0,98166,47.436382194277165,-122.3622877119543,1625,2802,Shoreline Terrace
8661570114,2,1.75,2000,3671,1.5,1,4,3,8,1478,522,1972,1988,98166,47.43460354478116,-122.35830591407858,1725,3587,Shoreline Terrace
3368757548,3,1.5,2078,3621,1.5,1,4,5,8,1453,625,1983,0,98166,47.435429201234534,-122.34912050135001,1917,3615,Shoreline Terrace
5380382678,3,2.25,2398,4508,2.5,1,4,5,9,1598,800,1984,2002,98166,47.43826570514593,-122.35466849698116,2232,4119,Shoreline Terrace
6958194326,4,2.5,2335,4422,2.5,1,3,4,9,1552,783,1984,0,98166,47.44881854012981,-122.35132700126763,2169,4243,Shoreline Terrace
6479299933,2,1.5,1501,2482,1.0,1,4,4,9,1501,0,1983,0,98166,47.44816287586497,-122.3520328181131,1293,2333,Shoreline Terrace
2533369811,4,1.75,2126,4128,3.0,1,3,5,8,1322,804,1971,0,98166,47.43893487345046,-122.35657910278903,1841,3988,Shoreline Terrace
2456575297,2,2.5,1893,3179,3.0,1,4,3,9,1384,509,1975,0,98166,47.44384438236193,-122.34693909373175,1745,2874,Shoreline Terrace
9313282871,2,1.75,1546,3048,2.5,1,3,4,7,1236,310,1990,2012,98166,47.443407081168154,-122.34967129676983,1315,2761,Shoreline Terrace
3143178911,2,2.0,1720,2889,1.0,1,4,5,8,1720,0,2013,0,98166,47.44538175221336,-122.36566568996508,1578,2796,Shoreline Terrace
7826415473,2,1.75,2476,4195,2.0,1,3,3,8,1541,935,2002,0,98166,47.44691088311693,-122.34761955086435,2336,3892,Shoreline Terrace
9184658859,3,2.25,1722,2982,3.0,1,4,5,9,1141,581,1991,2010,98166,47.450419842867056,-122.35425873872667,1520,2738,Shoreline Terrace
8955969674,3,2.0,1755,2911,2.5,1,3,3,7,1309,446,2011,0,98166,47.43659367404394,-122.34907570425825,1597,2754,Shoreline Terrace
6639732473,3,1.5,2476,4809,2.0,1,3,5,7,1628,848,1995,0,98166,47.43442112616255,-122.36675187161974,2145,4661,Shoreline Terrace
1648550416,3,2.0,1777,3388,3.0,1,4,3,8,1243,534,2010,0,98166,47.451808758606184,-122.34874942329542,1635,3236,Shoreline Terrace
6145007826,3,2.0,1732,2968,2.5,1,3,3,7,1136,596,1996,0,98166,47.442470751454145,-122.35886091612369,1475,2707,Shoreline Terrace
2880136497,2,2.25,1711,2912,3.0,1,3,5,7,1101,610,1998,0,98166,47.43761366932372,-122.36078305146705,1559,2757,Shoreline Terrace
9761653590,3,2.5,2413,4186,1.0,1,3,4,7,2413,0,1999,2013,98166,47.435193672820674,-122.35910123915711,2126,4094,Shoreline Terrace
8824422074,4,2.25,1763,3218,3.0,1,4,4,9,1299,464,2001,0,98166,47.43532729585745,-122.35488894149032,1540,3033,Shoreline Terrace
